tvBench_id,db_id,chart,hardness,query,question,vega_zero
341,bike_1,Bar,Medium,"Visualize BAR SELECT date , COUNT(date) FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31 BIN date BY WEEKDAY",A bar chart for what are the number of the dates in which the mean sea level pressure was between 30 . 3 and 31 ?,mark bar data weather encoding x date y aggregate count date transform filter mean_sea_level_pressure_inches between 30.3 and 31 bin x by weekday
2828@y_name@DESC,station_weather,Stacked Bar,Hard,"Visualize BAR SELECT services , COUNT(services) FROM station GROUP BY local_authority ,  services ORDER BY COUNT(services) DESC","Compute the number of local authorities by local authorities and then split by services Show the result with a stacked bar graph , show from high to low by the y-axis .",mark bar data station encoding x services y aggregate count services color local_authority transform group x sort y desc
3118@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Neutral , Team_ID FROM basketball_match ORDER BY All_Neutral DESC","Show me about the distribution of All_Neutral and Team_ID in a bar chart , and show bars in descending order please .",mark bar data basketball_match encoding x all_neutral y aggregate none team_id transform sort x desc
397,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Height FROM people",A bar chart shows the distribution of Date_of_Birth and Height .,mark bar data people encoding x date_of_birth y aggregate none height
3114,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Games , Team_ID FROM basketball_match",A bar chart shows the distribution of All_Games and Team_ID .,mark bar data basketball_match encoding x all_games y aggregate none team_id
3018@x_name@ASC,tracking_share_transactions,Line,Extra Hard,"Visualize LINE SELECT date_of_transaction , COUNT(date_of_transaction) FROM TRANSACTIONS WHERE share_count > 100 OR amount_of_transaction > 1000  ORDER BY date_of_transaction ASC BIN date_of_transaction BY YEAR","A line chart for showing the number of the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000 , and display x-axis from low to high order .",mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter share_count > 100 or amount_of_transaction > 1000 sort x asc bin x by year
753@y_name@DESC,cre_Doc_Template_Mgt,Bar,Medium,"Visualize BAR SELECT Template_Type_Code , count(*) FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC","Return a bar chart on what are the different template type codes , and how many templates correspond to each ? , and I want to sort by the Y from high to low .",mark bar data templates encoding x template_type_code y aggregate count template_type_code transform group x sort y desc
1790@x_name@ASC,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , SALARY FROM employees WHERE hire_date < '2002-06-21' ORDER BY HIRE_DATE ASC","For those employees who was hired before 2002-06-21 , draw a line chart about the change of salary over hire_date , sort x axis in asc order .",mark line data employees encoding x hire_date y aggregate none salary transform filter hire_date < '2002-06-21' sort x asc
2850,store_1,Bar,Hard,"Visualize BAR SELECT billing_country , COUNT(*) FROM invoices GROUP BY billing_country ORDER BY count(*) DESC LIMIT 5",what are the top 5 countries by number of invoices and how many do they have ?,mark bar data invoices encoding x billing_country y aggregate count billing_country transform group x sort y desc topk 5
1345@x_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Is_full_time , SUM(Shop_ID) FROM hiring GROUP BY Is_full_time ORDER BY Is_full_time ASC","Visualize a bar chart about the distribution of Is_full_time and the sum of Shop_ID , and group by attribute Is_full_time , order by the names in ascending please .",mark bar data hiring encoding x is_full_time y aggregate sum shop_id transform group x sort x asc
1558,hr_1,Line,Hard,"Visualize LINE SELECT HIRE_DATE , COMMISSION_PCT FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'","For all employees who have the letters D or S in their first name , show me about the change of commission_pct over hire_date in a line chart .",mark line data employees encoding x hire_date y aggregate none commission_pct transform filter first_name like '%d%' or first_name like '%s%'
2737@x_name@ASC,ship_1,Bar,Hard,"Visualize BAR SELECT Rank , count(*) FROM captain WHERE age < 50 GROUP BY rank ORDER BY Rank ASC","Count the number of captains younger than 50 of each rank by a bar chart , rank in ascending by the Rank .",mark bar data captain encoding x rank y aggregate count rank transform filter age < 50 group x sort x asc
494,coffee_shop,Pie,Easy,"Visualize PIE SELECT Address , count(*) FROM member GROUP BY address",Find the number of members living in each address . Plot them as pie chart .,mark arc data member encoding x address y aggregate count address transform group x
711@x_name@ASC,course_teach,Bar,Easy,"Visualize BAR SELECT Hometown , Age FROM teacher ORDER BY Hometown ASC","Visualize a bar chart for what is the age and hometown of every teacher ? , and rank Hometown in asc order .",mark bar data teacher encoding x hometown y aggregate none age transform sort x asc
3238,wine_1,Bar,Easy,"Visualize BAR SELECT Grape , count(*) FROM WINE GROUP BY Grape",What are the numbers of wines for different grapes . Plot them as bar chart .,mark bar data wine encoding x grape y aggregate count grape transform group x
406@x_name@DESC,candidate_poll,Bar,Easy,"Visualize BAR SELECT Sex , min(weight) FROM people GROUP BY Sex ORDER BY Sex DESC","What is the minimum weights for people of each sex ? Show a bar chart , and display by the Sex from high to low .",mark bar data people encoding x sex y aggregate min weight transform group x sort x desc
827@x_name@ASC,cre_Docs_and_Epenses,Bar,Medium,"Visualize BAR SELECT Document_Type_Code , count(*) FROM Documents GROUP BY document_type_code ORDER BY Document_Type_Code ASC","List document type codes and the number of documents in each code with a bar chart , and rank by the Document_Type_Code in ascending please .",mark bar data documents encoding x document_type_code y aggregate count document_type_code transform group x sort x asc
1965,inn_1,Bar,Hard,"Visualize BAR SELECT decor , COUNT(decor) FROM Rooms WHERE bedtype = 'King' GROUP BY decor ORDER BY basePrice","Bar chart , group and count the decor of rooms that have a king bed .",mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = 'king' group x sort baseprice
2035@y_name@DESC,insurance_policies,Bar,Hard,"Visualize BAR SELECT Date_Payment_Made , SUM(Amount_Payment) FROM Payments WHERE Payment_Method_Code = 'Visa'  ORDER BY SUM(Amount_Payment) DESC BIN Date_Payment_Made BY WEEKDAY","For those payments processed with Visa , bin the payment day into the Day of Week interval and compute the total amount payment as the Y-axis , I want to sort by the y axis in descending .",mark bar data payments encoding x date_payment_made y aggregate sum amount_payment transform filter payment_method_code = 'visa' sort y desc bin x by weekday
543@y_name@DESC,college_1,Bar,Medium,"Visualize BAR SELECT SCHOOL_CODE , count(DISTINCT dept_address) FROM department ORDER BY count(DISTINCT dept_address) DESC","A bar chart about how many different locations does each school have ? , and sort from high to low by the Y-axis .",mark bar data department encoding x school_code y aggregate count distinct dept_address transform sort count(distinct dept_address) desc
2186@y_name@DESC,manufactory_1,Bar,Easy,"Visualize BAR SELECT Name , min(price) FROM products GROUP BY Name ORDER BY min(price) DESC","Show the name of the product that is cheapest in each product category with their minimum price with a bar graph , and rank in descending by the Y please .",mark bar data products encoding x name y aggregate min price transform group x sort y desc
1358,employee_hire_evaluation,Line,Easy,"Visualize LINE SELECT Start_from , SUM(Shop_ID) FROM hiring BIN Start_from BY YEAR",A line chart shows the change of the sum of Shop_ID over Start_from bin start_from by time,mark line data hiring encoding x start_from y aggregate sum shop_id transform bin x by year
1399@y_name@ASC,film_rank,Bar,Medium,"Visualize BAR SELECT Studio , COUNT(*) FROM film GROUP BY Studio ORDER BY COUNT(*) ASC","Show me the total number by studio in a histogram , and show Y-axis in asc order .",mark bar data film encoding x studio y aggregate count studio transform group x sort y asc
3224@y_name@ASC,wine_1,Bar,Medium,"Visualize BAR SELECT Area , COUNT(Area) FROM APPELLATIONS GROUP BY Area ORDER BY COUNT(Area) ASC","List the number of areas of all appellations in the bar chart , and I want to show y axis in ascending order .",mark bar data appellations encoding x area y aggregate count area transform group x sort y asc
1766,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees WHERE hire_date < '2002-06-21' BIN HIRE_DATE BY WEEKDAY","For those employees who was hired before 2002-06-21 , draw a bar chart about the distribution of hire_date and the sum of salary bin hire_date by weekday .",mark bar data employees encoding x hire_date y aggregate sum salary transform filter hire_date < '2002-06-21' bin x by weekday
3117,university_basketball,Bar,Easy,"Visualize BAR SELECT All_Road , School_ID FROM basketball_match",Visualize a bar chart about the distribution of All_Road and School_ID .,mark bar data basketball_match encoding x all_road y aggregate none school_id
746,cre_Doc_Template_Mgt,Scatter,Medium,"Visualize SCATTER SELECT Document_ID , count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id",Show all document ids and the number of paragraphs in each document . Order by document id in a scatter chart,mark point data paragraphs encoding x document_id y aggregate count document_id transform group x sort x
1773@x_name@DESC,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , MANAGER_ID FROM employees WHERE hire_date < '2002-06-21' ORDER BY HIRE_DATE DESC","For those employees who was hired before 2002-06-21 , a line chart shows the change of manager_id over hire_date , display X-axis in descending order .",mark line data employees encoding x hire_date y aggregate none manager_id transform filter hire_date < '2002-06-21' sort x desc
531@x_name@DESC,college_1,Bar,Easy,"Visualize BAR SELECT DEPT_CODE , max(stu_gpa) FROM student GROUP BY DEPT_CODE ORDER BY DEPT_CODE DESC","What is the highest student GPA for every department ? Return a bar chart , and display in desc by the bars .",mark bar data student encoding x dept_code y aggregate max stu_gpa transform group x sort x desc
3071@x_name@DESC,university_basketball,Bar,Medium,"Visualize BAR SELECT Affiliation , sum(enrollment) FROM university GROUP BY affiliation ORDER BY Affiliation DESC","Visualize a bar chart for what are the total enrollments of universities of each affiliation type ? , and could you list bar from high to low order please ?",mark bar data university encoding x affiliation y aggregate sum enrollment transform group x sort x desc
909@y_name@ASC,customer_complaints,Bar,Medium,"Visualize BAR SELECT product_category_code , avg(product_price) FROM products GROUP BY product_category_code ORDER BY avg(product_price) ASC","Bar graph to show the average of product price from different product category code , and I want to display by the Y-axis in ascending .",mark bar data products encoding x product_category_code y aggregate mean product_price transform group x sort y asc
